total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
51,24,0.4651,8.8855,0.4964,0.1129,5,28.77,24.7,0.7922,0.6087,0.3782,0.5042,12,intermediate,easy
19,6,0.3516,0.9222,0.3346,-0.089,2,43.24,11.08,0.673,0.1739,0.1024,0.3465,4,beginner,easy
104,82,0.8221,22.7544,0.6424147883626747,-0.1797,19,8.01,216.66485218999975,0.9952,0.7711,0.8704,0.9069,20,advanced,hard
35,25,0.6469,3.5294,0.6311,0.1331,4,30.94,0.3,0.6121,0.6541,0.1971,0.3615,5,intermediate,medium
92,83,0.8715,25.4016,0.7806,0.0163,20,5.44,10.25,0.8656,0.8926,0.4581,0.7401,15,advanced,hard
16,6,0.3719,0.4099,0.0917,-0.1238,0,35.62,4.03,0.6219,0.099,0.0898,0.168,1,beginner,easy
11,7,0.6565,9.3396,0.7261,0.0717,2,28.38,43.67,0.9251,0.4281,0.2965,0.4106,14,intermediate,medium
54,30,0.5392,4.8933,0.6822,0.0542,1,8.05,13.41,0.5786,0.7167,0.088,0.6322,5,intermediate,medium
15,13,0.8514,36.0966,0.894,0.0899,3,12.01,7.33,0.942,0.8286,0.6037,0.6877,5,advanced,hard
31,20,0.6145,10.9161,0.704,0.0764,1,17.1,15.29,0.7738,0.4801,0.2647,0.6369,10,intermediate,medium
16,7,0.4141,1.3389,0.1823,0.0658,0,44.68,70.62,0.3505,0.1889,0.1015,0.2758,3,beginner,easy
53,44,0.8624,22.9581,0.7954,0.0909,15,18.3,15.19,1.0,0.9687,0.6607,0.7606,20,advanced,hard
12,6,0.4957,4.8552,0.5416,0.0929,3,23.89,14.96,0.6194,0.4639,0.3118,0.4426,10,intermediate,easy
29,19,0.6835,7.2058,0.6565,0.1242,7,13.16,14.05,0.6266,0.446,0.3727,0.6118,10,intermediate,medium
44,28,0.6084,11.603,0.3703,-0.0302,1,26.2,17.7,0.8554,0.6635,0.4023,0.5411,11,intermediate,medium
10,2,0.1572,0.4566,0.4518,0.0071,1,54.22,31.75,0.3165,0.1422,0.0473,0.3451,5,beginner,easy
52,41,0.815,20.0022,0.8989,0.0379,4,19.85,22.44,0.9588,0.7427,0.7748,0.7543,10,advanced,hard
10,2,0.2363,0.864,0.165,0.0398,3,44.85,74.26,0.4748,0.1268,0.0767,0.3075,2,beginner,easy
21,15,0.7196,27.9689,0.7901,0.0071,12,15.55,3.28,0.955,0.8195,0.6101,0.7232,17,advanced,hard
3,1,0.2193,1.2455,0.3905,-0.0116,3,25.96,52.38,0.3654,0.3493,0.1385,0.2749,2,beginner,easy
57,54,0.9531,37.8356,0.7273042270419571,-0.2258,9,7.85,251.47276896364855,0.9746,0.7051,0.5951,0.772,14,advanced,hard
57,41,0.7153,2.5181,0.5657,0.1279,7,21.95,6.3,0.8309,0.5809,0.1826,0.6496,11,intermediate,medium
45,37,0.8785,24.7673,0.9654,0.0517,10,6.98,20.49,0.9455,0.8682,0.6096,0.7393,18,advanced,hard
31,19,0.6263,8.3488,0.5839,0.0479,4,14.1,9.9,0.722,0.7443,0.3849,0.6881,11,intermediate,medium
37,26,0.7152,7.1089,0.4212,0.0203,1,14.47,25.18,0.7592,0.7518,0.3154,0.6205,11,intermediate,medium
15,7,0.4851,0.7467,0.3052,-0.1194,0,50.08,40.63,0.6607,0.3294,0.1006,0.4168,2,beginner,easy
52,31,0.6206,10.9384,0.617,0.1476,5,11.24,40.03,0.7878,0.7212,0.3664,0.6757,3,intermediate,medium
4,1,0.2737,0.7175,0.2273,0.0811,3,26.13,2.99,0.3871,0.3861,0.1376,0.2669,1,beginner,easy
131,126,0.9404,32.1819,0.7544782056849232,-0.1859,17,11.55,144.8505125182779,0.9464,0.6898,0.5363,0.7361,12,advanced,hard
33,15,0.4274,11.9073,0.4224,0.084,5,34.36,21.19,0.7345,0.4736,0.1032,0.5888,7,intermediate,easy
1,0,0.0,0.4746,0.0,0.0367,0,43.45,58.76,0.3778,0.2484,0.0545,0.3873,3,beginner,easy
21,15,0.7163,4.9791,0.7872,-0.0312,7,27.61,4.55,0.9164,0.6181,0.1727,0.5783,10,intermediate,medium
23,18,0.7758,24.4654,0.8035,-0.0399,9,5.46,2.41,0.9816,0.776,0.7259,0.8399,8,advanced,hard
67,61,0.9389,16.7257,0.6910779129786732,-0.2478,4,18.2,131.61740458804883,0.8839,0.8973,0.9143,0.6992,9,advanced,hard
6,2,0.328,1.9291,0.3817,0.0682,0,38.34,72.07,0.609,0.1641,0.1874,0.1975,1,beginner,easy
5,2,0.3567,0.0386,0.2339,0.0939,0,45.9,38.63,0.6665,0.3478,0.1533,0.3384,4,beginner,easy
24,14,0.533,4.8065,0.3864,0.1265,7,34.28,9.32,0.8998,0.6844,0.3109,0.5594,9,intermediate,medium
3,1,0.1436,0.925,0.1945,0.0669,1,39.83,75.42,0.3728,0.2914,0.0715,0.1717,4,beginner,easy
57,40,0.6719,2.8942,0.4134,0.1315,3,19.53,4.91,0.8028,0.384,0.3968,0.5971,5,intermediate,medium
2,1,0.5,0.9741,0.5,-0.099,1,48.46,10.64,0.5342,0.1714,0.1577,0.4412,2,beginner,easy
140,137,0.9533,36.4028,0.8053,0.0664,14,15.8,11.82,0.9679,0.8201,0.6683,0.8003,6,advanced,hard
14,7,0.4775,0.0044,0.4492,-0.1013,2,34.0,41.6,0.4449,0.1626,0.1753,0.3251,1,beginner,easy
133,97,0.7388,14.918,0.8505,-0.0216,3,14.82,5.15,0.8761,0.7631,0.8279,0.815,21,advanced,hard
3,2,0.6666666666666666,0.8565,0.6666666666666666,-0.0693,2,52.51,22.99,0.447,0.3225,0.0262,0.3864,4,beginner,easy
9,3,0.4138,2.1614,0.1537,-0.1218,2,48.52,36.08,0.6177,0.2893,0.2133,0.239,4,beginner,easy
18,4,0.1501,1.7298,0.432,-0.005,3,54.44,45.49,0.459,0.0771,0.0277,0.3012,2,beginner,easy
9,3,0.3368,1.6464,0.3557,0.0981,0,31.95,81.54,0.5172,0.1832,0.0185,0.2167,5,beginner,easy
150,131,0.8691,13.207,0.9763,-0.0253,10,15.53,8.63,0.985,0.7702,0.867,0.6654,9,advanced,hard
53,33,0.5845,7.4389,0.665,0.0882,3,33.55,7.03,0.6663,0.4267,0.1245,0.4244,5,intermediate,medium
16,3,0.1918,1.7862,0.1589,-0.0802,0,18.91,11.12,0.6245,0.1695,0.0319,0.4197,3,beginner,easy
1,0,0.2952,2.9995,0.3189,-0.0197,3,43.9,26.85,0.617,0.1946,0.0936,0.2857,2,beginner,easy
1,0,0.2204,0.2581,0.4459,-0.147,3,19.33,50.15,0.3772,0.1815,0.1209,0.4146,2,beginner,easy
47,27,0.5562,5.6515,0.7704,-0.0085,0,26.66,40.67,0.9074,0.5118,0.4261,0.4612,10,intermediate,medium
26,17,0.7402,4.8883,0.6648,-0.0424,5,16.45,44.92,0.8849,0.6898,0.4307,0.4911,10,intermediate,medium
24,16,0.6121,8.8627,0.4774,0.1333,0,17.23,33.06,0.8602,0.4136,0.0645,0.3802,14,intermediate,medium
1,0,0.2404,1.9146,0.3139,-0.0403,1,50.95,45.71,0.6633,0.4033,0.205,0.3911,2,beginner,easy
132,116,0.9066,26.1652,0.7552,0.0841,5,17.65,12.29,0.8936,0.9576,0.6957,0.8968,14,advanced,hard
27,24,0.909,23.0533,0.9051,0.0553,17,5.45,22.97,0.9644,0.8098,0.7105,0.7811,14,advanced,hard
2,2,1.0,0.033,1.0,-0.1105,2,39.15,53.96,0.6214,0.391,0.0412,0.3835,2,beginner,easy
2,2,1.0,1.7306,1.0,0.0268,2,41.28,66.49,0.599,0.2061,0.1638,0.1579,4,beginner,easy
27,14,0.4794,7.0387,0.6426,0.0791,1,25.01,2.47,0.8371,0.7252,0.3167,0.6656,11,intermediate,medium
138,130,0.9406,33.3875,0.8418,0.088,5,6.81,22.8,0.8949,0.7808,0.763,0.7808,21,advanced,hard
31,17,0.5702,7.6895,0.6821,0.0866,7,21.0,11.29,0.6606,0.4903,0.1451,0.5001,5,intermediate,medium
10,4,0.4256,1.3019,0.1891,0.0084,0,34.97,62.46,0.7111,0.1635,0.2089,0.2877,3,beginner,easy
35,17,0.4371,2.799,0.6063,0.1041,2,19.82,17.52,0.8332,0.5267,0.1842,0.5386,11,intermediate,easy
6,2,0.3328,1.8326,0.3457,0.0912,2,21.17,65.51,0.6908,0.1921,0.0367,0.3987,5,beginner,easy
96,70,0.7196,32.284,0.8151,0.0839,11,15.48,7.64,0.9498,0.9141,0.8061,0.8444,13,advanced,hard
14,3,0.2362,1.2486,0.1454,-0.0616,2,41.98,66.93,0.338,0.1177,0.0789,0.3072,2,beginner,easy
1,0,0.3357,1.2181,0.2304,-0.1431,0,18.37,20.15,0.3276,0.1775,0.1785,0.2274,2,beginner,easy
43,24,0.5246,4.7995,0.5538,0.1177,4,33.06,9.44,0.8673,0.5253,0.315,0.4852,5,intermediate,medium
3,1,0.4767,0.7001,0.3765,0.0755,0,46.55,13.91,0.4379,0.3676,0.0692,0.3569,2,beginner,easy
32,19,0.6037,9.5561,0.453,0.1477,1,21.52,43.84,0.6158,0.55,0.3905,0.4992,15,intermediate,medium
121,101,0.8472,32.615,0.715,0.0752,17,10.12,15.15,0.8758,0.8062,0.8027,0.7604,12,advanced,hard
25,16,0.6699,10.5899,0.6482,-0.0029,1,19.38,40.23,0.769,0.6088,0.2968,0.5213,11,intermediate,medium
19,7,0.3699,0.3965,0.3035,-0.1266,3,55.97,7.65,0.687,0.3621,0.0816,0.2912,1,beginner,easy
14,10,0.7355,11.9814,0.7669,0.0267,8,14.68,34.62,0.9253,0.5573,0.3398,0.6685,14,intermediate,medium
18,11,0.6263,9.4005,0.5535,-0.0217,8,32.98,6.84,0.621,0.6754,0.2163,0.5831,5,intermediate,medium
50,26,0.494,8.9331,0.5113,0.03,1,30.23,13.49,0.689,0.5422,0.1649,0.6441,15,intermediate,medium
15,5,0.2998,0.7596,0.3738,0.0015,3,56.37,69.15,0.6742,0.296,0.088,0.3798,1,beginner,easy
14,6,0.3946,1.5407,0.2554,-0.0788,0,53.78,33.22,0.3578,0.2756,0.0828,0.355,5,beginner,easy
71,52,0.6888,34.4453,0.8693,0.0614,13,17.41,26.46,0.8347,0.7152,0.5848,0.8433,25,advanced,hard
49,27,0.542,5.7602,0.5236,0.0784,1,26.84,42.53,0.8486,0.7118,0.2304,0.4126,11,intermediate,medium
125,121,0.9596,14.4368,0.8512,0.0475,20,11.17,0.33,0.8705,0.7981,0.6993,0.8082,6,advanced,hard
46,34,0.6993,15.2746,0.8631,0.0487,7,11.16,7.56,0.905,0.9109,0.4318,0.651,7,advanced,hard
65,59,0.9176,37.9427,0.8196,0.0668,20,13.66,23.63,0.9686,0.8269,0.5618,0.885,23,advanced,hard
17,10,0.624,4.2088,0.5897,0.145,4,31.34,38.29,0.7081,0.6452,0.3394,0.4266,4,intermediate,medium
55,32,0.5212,5.5914,0.5475,0.0965,3,18.93,34.24,0.7,0.633,0.0757,0.558,12,intermediate,medium
0,0,0.0,1.5778,0.0,0.0854,0,25.46,23.88,0.5298,0.1172,0.1511,0.2686,2,beginner,easy
11,3,0.2852,2.7126,0.1653,-0.1151,1,23.73,18.9,0.469,0.2803,0.0204,0.4351,4,beginner,easy
100,77,0.7378,38.7245,0.7562,-0.0479,16,16.98,3.83,0.8791,0.8605,0.4676,0.8564,21,advanced,hard
1,0,0.0,2.248,0.0,-0.1376,0,52.42,54.82,0.6507,0.2614,0.1592,0.4715,4,beginner,easy
2,0,0.0,2.9146,0.0,-0.0267,0,21.2,63.23,0.6157,0.2248,0.0877,0.3672,1,beginner,easy
25,20,0.8191,32.9706,0.9497,0.0308,16,19.41,18.54,0.9956,0.8834,0.9094,0.7403,19,advanced,hard
53,30,0.5508,6.7133,0.5815,0.1182,1,26.94,18.44,0.5963,0.4624,0.3312,0.5989,3,intermediate,medium
18,5,0.232,2.3427,0.1005,0.0546,3,54.42,21.33,0.548,0.2517,0.1499,0.3273,4,beginner,easy
112,96,0.8544,30.098,0.9807,0.0376,17,5.44,4.36,0.8528,0.8179,0.6144,0.9123,9,advanced,hard
16,8,0.5354,8.3456,0.4454,0.0091,8,13.35,39.42,0.6998,0.642,0.2186,0.5211,4,intermediate,medium
148,122,0.8376,18.3464,0.746,0.0688,15,16.29,1.54,0.966,0.8335,0.6109,0.8718,25,advanced,hard
7,2,0.2536,2.0651,0.3036,-0.1415,1,18.98,35.78,0.315,0.105,0.0373,0.2907,1,beginner,easy
9,4,0.4473,2.3061,0.1889,-0.0236,3,53.5,11.01,0.5157,0.2922,0.0909,0.4062,1,beginner,easy
14,2,0.1128,1.8995,0.0928,-0.0979,2,51.36,6.1,0.3453,0.1371,0.1231,0.1728,5,beginner,easy
12,9,0.739,11.4487,0.7001,0.0437,2,30.54,2.81,0.9088,0.5876,0.2246,0.6255,11,intermediate,medium
10,2,0.2581,1.0233,0.3387,-0.13,0,23.93,2.28,0.3554,0.292,0.1683,0.3486,5,beginner,easy
36,31,0.8928,24.3227,0.9548,0.0825,12,5.2,7.09,0.9634,0.8714,0.9111,0.7801,16,advanced,hard
3,2,0.6666666666666666,2.5128,0.6666666666666666,0.0121,2,30.86,59.51,0.4643,0.3048,0.0,0.293,2,beginner,easy
61,50,0.8239,22.5458,0.8135,0.0646,12,19.61,12.84,0.9298,0.9051,0.7859,0.8673,6,advanced,hard
6,2,0.3488,2.6959,0.3607,-0.0661,2,43.02,72.05,0.3734,0.125,0.109,0.3637,2,beginner,easy
122,116,0.9321,24.007,0.8957,0.0321,15,17.27,21.87,0.8353,0.7699,0.729,0.6651,11,advanced,hard
19,5,0.2197,0.7371,0.3176,0.0734,3,53.13,53.54,0.5199,0.3015,0.0,0.2867,3,beginner,easy
109,104,0.9505,31.2615,0.8536,0.0751,10,16.74,3.54,0.9694,0.8821,0.7862,0.7872,17,advanced,hard
18,4,0.2119,2.4869,0.272,-0.0627,3,20.94,13.02,0.3255,0.2663,0.064,0.399,4,beginner,easy
149,126,0.8418,24.8411,0.9444,0.0342,3,19.02,2.29,0.8682,0.7188,0.5657,0.7006,18,advanced,hard
133,108,0.8414,21.2139,0.9764,0.0556,14,5.11,11.24,0.9139,0.8012,0.8761,0.7517,18,advanced,hard
2,0,0.0,1.4251,0.0,-0.0313,0,21.04,79.8,0.6928,0.3146,0.1254,0.3645,5,beginner,easy
62,52,0.8549,9.417,0.9505,0.0591,14,15.48,29.37,0.9569,0.8264,0.7004,0.9242,7,advanced,hard
49,44,0.8715,20.5781,0.7676,-0.0463,16,13.85,21.38,0.8508,0.7842,0.5331,0.8073,10,advanced,hard
52,35,0.7098,9.6155,0.5457,0.0115,1,33.76,29.44,0.7034,0.5613,0.413,0.7316,5,intermediate,medium
10,4,0.436,2.9519,0.4019,0.0637,0,27.91,31.04,0.5232,0.2963,0.1977,0.2172,1,beginner,easy
54,43,0.8364,20.594,0.8576,0.0798,7,11.47,12.07,0.9069,0.8078,0.669,0.9293,19,advanced,hard
109,79,0.7067,35.1205,0.9662,0.0471,11,14.96,1.18,0.8354,0.7477,0.5215,0.6475,11,advanced,hard
27,21,0.7476,23.5259,0.6986,0.0207,4,7.59,7.19,0.8685,0.7763,0.4818,0.6731,11,advanced,hard
5,1,0.2653,1.7008,0.3723,0.0875,3,52.54,68.74,0.6079,0.2743,0.2115,0.4433,1,beginner,easy
12,5,0.428,1.0372,0.2667,-0.1072,0,18.42,44.8,0.4049,0.3195,0.0272,0.1423,1,beginner,easy
2,2,1.0,0.1863,1.0,-0.0115,2,33.11,66.77,0.3453,0.116,0.0,0.331,2,beginner,easy
11,8,0.7877,6.2627,0.5013,0.0925,7,9.98,3.64,0.8711,0.4811,0.2544,0.6481,11,intermediate,medium
17,17,0.9838,21.7317,0.8685570858490785,-0.1152,13,16.84,316.3812413462114,0.9024,0.8321,0.6366,0.9095,18,advanced,hard
42,30,0.7144,7.333,0.4242,0.1307,0,27.57,42.69,0.8399,0.5297,0.4017,0.5172,14,intermediate,medium
45,31,0.656,9.5195,0.4864,0.1078,6,29.55,38.32,0.7935,0.6273,0.3518,0.5255,15,intermediate,medium
18,5,0.2075,0.6003,0.3485,-0.0063,0,17.78,71.87,0.5807,0.3084,0.0243,0.3717,4,beginner,easy
29,14,0.4615,2.6395,0.6275,0.1229,4,13.55,42.44,0.6811,0.697,0.2286,0.5691,13,intermediate,easy
117,101,0.8928,34.192,0.8398,-0.0049,3,10.67,23.62,0.8965,0.8085,0.6325,0.8389,20,advanced,hard
9,2,0.2409,0.493,0.4844,-0.0831,3,31.08,29.11,0.4954,0.2299,0.1556,0.3681,5,beginner,easy
12,6,0.4934,0.3405,0.1345,0.0211,0,59.81,5.12,0.532,0.3157,0.17,0.3174,5,beginner,easy
20,4,0.2511,1.1832,0.4096,0.0866,0,56.82,70.12,0.441,0.3799,0.0749,0.4872,4,beginner,easy
44,25,0.5515,5.5985,0.5963,0.0176,8,18.03,17.21,0.8071,0.6393,0.4178,0.5744,10,intermediate,medium
2,0,0.0,1.4816,0.0,-0.0397,0,54.0,2.74,0.3968,0.2704,0.1197,0.2746,4,beginner,easy
54,45,0.8543,34.5959,0.7848,-0.0116,5,17.95,10.8,0.8833,0.7247,0.7726,0.7462,9,advanced,hard
126,114,0.9068,35.0574,0.822,0.0354,20,19.94,15.1,0.8973,0.7822,0.4534,0.8859,6,advanced,hard
5,2,0.3943,2.5519,0.1706,0.0502,0,54.81,59.86,0.5344,0.3953,0.0202,0.4354,4,beginner,easy
41,29,0.6952,8.7855,0.5394,0.0258,1,25.57,44.73,0.6771,0.4707,0.1919,0.4159,10,intermediate,medium
44,32,0.7743,11.3257,0.6263,-0.0399,6,30.44,40.68,0.8499,0.543,0.1837,0.6375,4,intermediate,medium
84,64,0.7503,14.0837,0.9555,0.0234,12,19.4,22.3,0.9403,0.7082,0.4929,0.7874,24,advanced,hard
128,122,0.923,26.6876,0.7270946941151482,-0.1959,14,13.65,131.7242171825983,0.8699,0.7861,0.7913,0.7412,7,advanced,hard
53,29,0.5155,4.0474,0.4045,0.1091,7,10.61,5.51,0.8748,0.4562,0.3634,0.643,15,intermediate,medium
35,17,0.5162,10.6467,0.6318,0.1357,0,22.34,15.98,0.8965,0.59,0.3346,0.4412,8,intermediate,easy
15,6,0.3878,2.7228,0.2154,-0.1254,1,41.65,68.86,0.4827,0.1131,0.056,0.18,1,beginner,easy
37,33,0.9193,38.2548,1.0,0.0145,14,18.77,18.92,0.9777,0.7527,0.5677,0.8624,19,advanced,hard
0,0,0.0,2.7896,0.0,0.0768,0,19.24,15.62,0.4749,0.2748,0.0514,0.2581,5,beginner,easy
49,22,0.4255,7.8191,0.4944,0.0592,0,32.57,9.08,0.7791,0.4884,0.2703,0.5094,8,intermediate,easy
33,18,0.4934,9.4893,0.6717,-0.0262,6,27.55,9.8,0.7921,0.4008,0.111,0.6407,15,intermediate,medium
54,29,0.5087,6.4971,0.54,0.0287,6,8.15,42.3,0.5892,0.5129,0.2959,0.4118,10,intermediate,medium
16,4,0.2411,1.9519,0.2806,-0.0215,0,46.43,72.4,0.5115,0.1286,0.1553,0.3214,2,beginner,easy
2,1,0.5,0.7314,0.5,-0.1129,1,49.02,83.16,0.3681,0.3681,0.0915,0.4466,2,beginner,easy
46,39,0.8612,31.4957,0.8958,0.0501,17,16.52,15.22,0.916,0.7213,0.5205,0.8941,16,advanced,hard
1,0,0.0,2.8091,0.0,-0.0611,0,44.84,89.97,0.7075,0.3686,0.1716,0.4598,3,beginner,easy
19,4,0.2315,0.867,0.4883,-0.0305,2,25.88,7.73,0.5552,0.4307,0.1935,0.4535,4,beginner,easy
98,81,0.7979,27.2921,0.8801,-0.0218,8,6.29,14.12,0.9635,0.7117,0.7793,0.6974,12,advanced,hard
10,6,0.5434,5.4112,0.395,-0.023,7,23.29,22.25,0.6068,0.5511,0.1475,0.6084,9,intermediate,medium
16,5,0.3012,1.348,0.1279,-0.123,0,19.27,73.78,0.6626,0.354,0.0216,0.1536,1,beginner,easy
50,25,0.5217,5.2061,0.4224,0.0091,1,34.39,30.97,0.7784,0.4262,0.3525,0.4543,14,intermediate,medium
17,7,0.4979,1.7732,0.5107,-0.0547,1,59.25,86.55,0.5341,0.4284,0.1343,0.4798,3,beginner,easy
19,6,0.3191,2.5422,0.3187,-0.1408,1,36.97,48.09,0.3664,0.1149,0.021,0.1524,1,beginner,easy
142,132,0.8908,37.2274,0.7362,0.0456,2,13.18,23.43,0.9025,0.8966,0.6823,0.8108,14,advanced,hard
41,30,0.7321,8.7411,0.5459,-0.0258,1,22.87,23.65,0.93,0.6989,0.1281,0.4951,3,intermediate,medium
9,3,0.3101,2.9757,0.392,-0.0624,2,19.1,51.3,0.3079,0.3731,0.1002,0.3684,3,beginner,easy
16,5,0.3112,2.1146,0.2932,0.0999,0,18.65,1.61,0.3409,0.2102,0.0972,0.242,3,beginner,easy
18,10,0.5406,10.4401,0.6402,0.0881,7,20.55,22.09,0.7463,0.3902,0.17,0.5494,5,intermediate,medium
74,54,0.7447,10.9431,0.8569,-0.0381,7,16.51,25.24,1.0,0.7381,0.8903,0.7533,13,advanced,hard
14,2,0.1341,0.4216,0.3598,0.04,1,29.28,63.05,0.5206,0.0972,0.0037,0.1264,2,beginner,easy
52,35,0.6636,6.5368,0.4516,0.012,6,13.4,29.8,0.6064,0.4783,0.1602,0.5742,4,intermediate,medium
11,4,0.304,0.5492,0.3156,-0.0258,1,32.62,64.53,0.6296,0.1944,0.0249,0.1831,1,beginner,easy
111,81,0.7359,13.4317,0.7338,0.0023,9,6.38,29.65,0.8706,0.8227,0.8963,0.8849,22,advanced,hard
17,4,0.1852,0.9662,0.2864,0.0003,1,53.07,44.46,0.5935,0.2771,0.0431,0.262,1,beginner,easy
52,38,0.8047,4.7369,0.6379,0.0263,3,25.84,40.69,0.7341,0.5746,0.4221,0.5084,5,intermediate,medium
8,3,0.3863,2.9777,0.4442,0.0731,1,50.22,10.92,0.6902,0.2017,0.1867,0.2115,4,beginner,easy
9,2,0.2238,2.6154,0.4606,-0.0104,1,25.74,47.95,0.3358,0.3748,0.0674,0.2296,3,beginner,easy
69,53,0.7094,25.7394,0.6566,0.0929,19,11.54,26.49,0.8779,0.6614,0.4148,0.8282,8,advanced,hard
34,19,0.5435,5.1974,0.504,0.0147,5,10.91,39.02,0.8438,0.6416,0.273,0.4945,4,intermediate,medium
43,19,0.4118,8.4433,0.5878,0.1322,0,33.34,20.33,0.8672,0.3944,0.3863,0.4771,3,intermediate,easy
3,1,0.4159,1.5387,0.187,0.0913,3,32.2,62.82,0.3925,0.2439,0.1604,0.3347,3,beginner,easy
3,1,0.3333333333333333,2.3545,0.3333333333333333,-0.1187,1,28.64,0.36,0.4295,0.194,0.1194,0.179,2,beginner,easy
7,1,0.1424,0.0435,0.3302,-0.1261,1,54.61,79.35,0.5424,0.2458,0.1343,0.2644,2,beginner,easy
10,6,0.5942,9.9366,0.826,-0.0133,8,27.16,10.03,0.6576,0.6627,0.2012,0.5745,10,intermediate,medium
12,5,0.3715,2.388,0.0983,0.0437,0,49.7,48.7,0.5675,0.2563,0.1846,0.2755,2,beginner,easy
46,30,0.6775,10.8997,0.5534,0.0756,3,22.15,22.63,0.7221,0.7206,0.4015,0.5487,9,intermediate,medium
47,30,0.6911,11.8033,0.5999,0.1413,7,33.02,44.17,0.9714,0.4563,0.3409,0.6769,3,intermediate,medium
29,26,0.8875,29.1625,0.8464,0.081,7,12.33,1.18,0.885,0.8749,0.529,0.6998,11,advanced,hard
13,2,0.1593,1.5537,0.2571,0.0233,0,47.21,67.52,0.4634,0.1508,0.1368,0.3718,5,beginner,easy
28,18,0.6482,3.3117,0.6388,-0.0327,2,26.53,27.66,0.6588,0.4375,0.3785,0.6501,9,intermediate,medium
26,12,0.5084,11.5738,0.8299,0.1068,7,33.46,7.05,0.6339,0.581,0.3479,0.6405,11,intermediate,easy
88,84,0.8879,13.9847,0.7457,-0.0122,6,11.95,12.26,0.7902,0.8216,0.7266,0.7966,23,advanced,hard
16,7,0.4275,0.4256,0.3422,0.051,1,15.8,82.61,0.655,0.2521,0.0376,0.2138,5,beginner,easy
18,4,0.2228,2.2004,0.3275,-0.1333,3,21.31,43.28,0.354,0.3815,0.1852,0.4334,4,beginner,easy
34,26,0.6981,38.9937,0.8137,0.0882,5,12.16,21.02,0.918,0.6555,0.6692,0.6053,6,advanced,hard
13,3,0.2717,2.4126,0.3445,0.0526,2,21.46,33.03,0.5199,0.1723,0.1508,0.2604,4,beginner,easy
48,22,0.4412,3.5838,0.6031,0.0605,1,14.07,37.86,0.6225,0.7143,0.3095,0.429,14,intermediate,easy
40,23,0.6192,4.747,0.6417,0.1146,2,26.48,27.89,0.9275,0.4853,0.1708,0.5035,12,intermediate,medium
20,9,0.4077,0.1554,0.442,-0.0137,2,52.09,70.51,0.4692,0.2741,0.0821,0.3548,5,beginner,easy
44,29,0.5866,4.723,0.6757,0.0472,6,34.94,5.95,0.6677,0.412,0.2712,0.498,3,intermediate,medium
5,2,0.2676,1.1965,0.1723,-0.0818,2,33.73,75.54,0.3191,0.2039,0.0671,0.3128,3,beginner,easy
62,45,0.75,24.1486,0.7523,0.0028,10,9.19,6.87,1.0,0.9421,0.4939,0.6893,8,advanced,hard
38,21,0.535,2.9191,0.5116,-0.0397,6,16.54,31.06,0.8869,0.523,0.2489,0.4201,15,intermediate,medium
13,7,0.5383,5.7875,0.4397,-0.0497,5,31.0,18.27,0.6318,0.3859,0.3024,0.633,12,intermediate,medium
17,12,0.7525,10.6412,0.7398,0.0242,1,9.18,24.32,0.9248,0.6839,0.3284,0.5417,3,intermediate,medium
20,7,0.3122,1.6212,0.0607,-0.0057,2,21.74,19.05,0.2626,0.2837,0.1363,0.3396,3,beginner,easy
20,19,0.942,25.9095,0.9324,0.0516,17,13.19,17.32,0.9831,0.7854,0.8067,0.7935,9,advanced,hard
76,57,0.7147,30.6759,0.5900934656345993,-0.1246,2,17.91,69.55181189644188,0.9549,0.6704,0.6692,0.7268,15,advanced,hard
38,20,0.4808,11.3505,0.7361,0.0462,2,11.12,38.97,0.8294,0.6716,0.281,0.521,12,intermediate,medium
19,8,0.4465,2.7032,0.1629,-0.0161,0,48.1,23.49,0.6617,0.1442,0.0561,0.3776,2,beginner,easy
16,6,0.3266,0.8728,0.1108,-0.1231,2,40.63,22.63,0.4245,0.1556,0.1665,0.2546,2,beginner,easy
123,115,0.9027,19.0997,0.8706,0.0955,2,8.33,18.26,0.9348,0.7619,0.5725,0.8419,24,advanced,hard
3,1,0.2692,1.2783,0.3052,0.0492,0,16.5,0.93,0.5681,0.2779,0.1927,0.4168,4,beginner,easy
0,0,0.0,2.4243,0.0,0.0028,0,45.19,58.52,0.6088,0.2159,0.147,0.226,4,beginner,easy
8,6,0.7144,8.6805,0.7378,0.0639,0,21.87,15.62,0.738,0.5015,0.2475,0.6712,7,intermediate,medium
20,7,0.3636,2.5202,0.4471,-0.0039,2,48.39,14.04,0.4716,0.1505,0.1645,0.3588,5,beginner,easy
62,54,0.8223,15.108,0.6551579325989956,-0.1671,15,11.39,140.1620372641408,0.9505,0.6808,0.5258,0.6099,5,advanced,hard
71,51,0.7067,26.2419,0.9535,0.046,8,5.62,16.19,0.9496,0.8021,0.7143,0.8778,12,advanced,hard
28,22,0.7973,36.6498,0.9077,-0.0347,3,10.18,17.52,0.8945,0.776,0.6638,0.8915,17,advanced,hard
49,30,0.6119,5.1119,0.7855,0.0695,3,27.09,33.8,0.938,0.7037,0.4239,0.6926,8,intermediate,medium
